TowerId,Timestamp,Temperature,Humidity,Pressure,GasResistance,Altitude,Voltage
41,2025-04-23T05:25:00Z,31.66,31.38,1000.02,13.13,110.65,9.01
41,2025-04-23T05:27:00Z,31.66,31.44,1000.03,13.16,110.48,8.87
41,2025-04-23T05:29:00Z,31.65,31.54,1000.04,13.18,110.48,8.67
41,2025-04-23T05:30:00Z,31.65,31.62,1000.06,13.14,110.4,8.6
41,2025-04-23T05:32:00Z,31.64,31.74,1000.07,13.11,110.23,8.46
41,2025-04-23T05:34:00Z,31.64,31.81,1000.08,13.14,110.23,8.29
41,2025-04-23T05:35:00Z,31.64,31.88,1000.09,13.13,110.06,8.25
41,2025-04-23T05:37:00Z,31.63,31.99,1000.12,13.18,109.81,7.86
41,2025-04-23T05:39:00Z,31.62,32.04,1000.14,13.09,109.64,7.76
41,2025-04-23T05:40:00Z,31.6,32.15,1000.16,13.13,109.56,7.56
41,2025-04-23T05:42:00Z,31.57,32.21,1000.16,13.19,109.47,7.35
41,2025-04-23T05:44:00Z,31.55,32.26,1000.17,13.19,109.47,7.14
41,2025-04-23T05:45:00Z,31.54,32.23,1000.19,13.2,109.31,6.97
41,2025-04-23T05:47:00Z,31.54,32.2,1000.2,13.23,109.05,6.55
41,2025-04-23T05:49:00Z,31.53,32.28,1000.23,13.2,108.88,6.18
41,2025-04-23T05:50:00Z,31.53,32.27,1000.24,13.16,108.88,6.14
41,2025-04-23T05:52:00Z,31.53,32.23,1000.25,13.11,108.72,5.85
41,2025-04-23T05:54:00Z,31.54,32.27,1000.27,13.13,108.55,5.81
41,2025-04-23T05:55:00Z,31.53,32.26,1000.28,13.13,108.46,5.81
41,2025-04-23T05:57:00Z,31.52,32.22,1000.29,13.18,108.38,5.83
41,2025-04-23T05:59:00Z,31.52,32.16,1000.3,13.18,108.3,5.85
41,2025-04-23T06:00:00Z,31.52,32.09,1000.32,13.24,108.04,5.85
41,2025-04-23T06:02:00Z,31.51,32.0,1000.35,13.25,107.79,5.87
42,2025-04-22T22:52:00Z,25.24,51.49,1001.47,3.62,98.46,11.43
42,2025-04-22T22:54:00Z,25.13,51.35,1001.48,4.67,98.37,11.36
42,2025-04-22T22:56:00Z,25.08,51.44,1001.49,5.64,98.37,11.54
42,2025-04-22T22:57:00Z,25.05,51.62,1001.49,6.44,98.29,11.21
42,2025-04-22T22:59:00Z,25.04,51.62,1001.51,7.17,98.21,11.49
42,2025-04-22T23:01:00Z,25.04,51.69,1001.51,7.74,98.12,11.44
42,2025-04-22T23:02:00Z,25.03,52.21,1001.51,8.18,98.12,11.16
42,2025-04-22T23:04:00Z,25.03,52.2,1001.51,8.56,98.12,11.38
42,2025-04-22T23:06:00Z,25.05,52.57,1001.51,8.83,98.21,11.44
42,2025-04-22T23:07:00Z,25.08,52.78,1001.51,9.05,98.12,11.48
42,2025-04-22T23:15:00Z,25.55,54.1,1001.58,8.97,97.53,11.45
42,2025-04-22T23:17:00Z,25.37,54.5,1001.59,9.08,97.45,11.36
42,2025-04-22T23:19:00Z,25.27,54.58,1001.58,9.34,97.62,11.43
42,2025-04-22T23:20:00Z,25.19,54.99,1001.57,9.49,97.62,11.43
42,2025-04-22T23:22:00Z,25.08,55.73,1001.57,9.58,97.7,11.43
42,2025-04-22T23:24:00Z,24.98,55.86,1001.57,9.73,97.62,11.24
42,2025-04-22T23:25:00Z,24.93,55.89,1001.57,9.75,97.7,11.35
42,2025-04-22T23:27:00Z,24.93,55.87,1001.56,9.84,97.87,11.35
42,2025-04-22T23:29:00Z,24.89,56.18,1001.54,9.91,97.95,11.39
42,2025-04-22T23:30:00Z,24.84,56.56,1001.52,9.96,98.21,11.25
42,2025-04-22T23:32:00Z,24.79,56.7,1001.5,9.98,98.29,11.29
42,2025-04-22T23:34:00Z,24.74,56.82,1001.49,10.01,98.37,11.24
42,2025-04-22T23:35:00Z,24.71,56.79,1001.48,10.05,98.37,11.38
42,2025-04-22T23:37:00Z,24.67,56.97,1001.48,10.08,98.54,11.16
42,2025-04-22T23:39:00Z,24.66,56.78,1001.46,10.13,98.63,11.17
42,2025-04-22T23:40:00Z,24.65,56.93,1001.47,10.12,98.63,11.39
42,2025-04-22T23:42:00Z,24.64,56.7,1001.46,10.15,98.54,11.38
42,2025-04-22T23:44:00Z,24.62,56.83,1001.48,10.2,98.46,11.45
42,2025-04-22T23:45:00Z,24.59,56.77,1001.48,10.26,98.37,11.14
42,2025-04-22T23:47:00Z,24.58,54.92,1001.48,10.28,98.46,11.43
42,2025-04-22T23:49:00Z,24.6,53.54,1001.47,10.44,98.54,11.31
42,2025-04-22T23:50:00Z,24.61,53.52,1001.45,10.55,98.79,11.42
42,2025-04-22T23:52:00Z,24.55,53.83,1001.43,10.59,98.88,11.37
42,2025-04-22T23:54:00Z,24.48,53.73,1001.41,10.6,99.21,11.44
42,2025-04-22T23:55:00Z,24.42,53.94,1001.38,10.63,99.3,11.41
42,2025-04-22T23:57:00Z,24.36,53.88,1001.37,10.61,99.47,11.4
42,2025-04-22T23:59:00Z,24.31,53.64,1001.35,10.63,99.63,11.28
42,2025-04-23T00:00:00Z,24.28,53.45,1001.32,10.62,99.8,11.47
42,2025-04-23T00:02:00Z,24.28,53.31,1001.31,10.6,99.89,11.43
42,2025-04-23T00:04:00Z,24.26,53.18,1001.3,10.6,99.97,11.29
42,2025-04-23T00:05:00Z,24.23,52.8,1001.3,10.66,99.97,11.11
42,2025-04-23T00:07:00Z,24.2,52.83,1001.29,10.65,100.05,11.36
42,2025-04-23T00:09:00Z,24.16,52.41,1001.27,10.75,100.14,11.42
42,2025-04-23T00:10:00Z,24.12,52.22,1001.27,10.82,100.31,11.3
42,2025-04-23T00:12:00Z,24.1,52.03,1001.25,10.85,100.31,11.35
42,2025-04-23T00:14:00Z,24.11,51.62,1001.25,10.9,100.48,11.46
42,2025-04-23T00:15:00Z,24.32,47.02,1001.23,11.47,100.48,11.42
42,2025-04-23T00:17:00Z,24.74,47.83,1001.23,11.73,100.56,11.25
42,2025-04-23T00:19:00Z,25.06,41.72,1001.22,11.88,100.48,11.09
42,2025-04-23T00:20:00Z,25.22,39.62,1001.21,13.15,100.73,11.29
42,2025-04-23T00:22:00Z,25.51,37.63,1001.18,13.96,100.98,11.1
42,2025-04-23T00:24:00Z,25.69,33.6,1001.15,14.99,101.23,11.23
42,2025-04-23T00:25:00Z,25.76,33.82,1001.13,15.8,101.4,11.14
42,2025-04-23T00:27:00Z,26.63,32.56,1001.12,15.32,101.4,11.34
42,2025-04-23T00:29:00Z,27.98,30.52,1001.12,14.34,101.4,11.16
42,2025-04-23T00:30:00Z,29.09,29.84,1001.13,13.57,101.48,11.34
42,2025-04-23T00:32:00Z,29.88,29.54,1001.13,13.26,101.4,11.41
42,2025-04-23T00:34:00Z,30.41,29.23,1001.11,13.03,101.48,11.21
42,2025-04-23T00:35:00Z,30.78,28.97,1001.09,12.98,101.65,11.26
42,2025-04-23T00:37:00Z,31.04,28.72,1001.1,12.95,101.65,11.23
42,2025-04-23T00:39:00Z,31.23,28.6,1001.08,12.96,101.82,11.25
42,2025-04-23T00:40:00Z,31.35,28.43,1001.06,12.93,101.99,11.4
42,2025-04-23T00:42:00Z,31.43,28.28,1001.03,13.01,102.24,11.29
42,2025-04-23T00:44:00Z,31.49,28.13,1001.0,13.05,102.58,11.27
42,2025-04-23T00:45:00Z,31.54,28.08,1000.97,13.13,102.83,11.04
42,2025-04-23T00:47:00Z,31.59,28.0,1000.93,13.2,103.08,11.28
42,2025-04-23T00:49:00Z,31.63,27.98,1000.91,13.2,103.25,11.34
42,2025-04-23T00:50:00Z,31.66,27.91,1000.89,13.31,103.42,11.39
42,2025-04-23T00:52:00Z,31.69,27.77,1000.89,13.32,103.42,11.31
42,2025-04-23T00:54:00Z,31.71,27.7,1000.88,13.34,103.5,11.29
42,2025-04-23T00:55:00Z,31.73,27.6,1000.87,13.37,103.59,11.28
42,2025-04-23T00:57:00Z,31.74,27.54,1000.85,13.4,103.75,11.26
42,2025-04-23T00:59:00Z,31.74,27.49,1000.84,13.55,103.75,11.14
42,2025-04-23T01:00:00Z,31.75,27.46,1000.83,13.45,104.01,11.34
42,2025-04-23T01:02:00Z,31.76,27.46,1000.82,13.49,104.01,11.03
42,2025-04-23T01:04:00Z,31.76,27.42,1000.81,13.52,104.01,11.17
42,2025-04-23T01:05:00Z,31.77,27.52,1000.82,13.45,103.92,11.12
42,2025-04-23T01:07:00Z,31.77,27.46,1000.83,13.46,103.92,11.37
42,2025-04-23T01:09:00Z,31.76,27.42,1000.82,13.49,103.92,11.25
42,2025-04-23T01:10:00Z,31.75,27.36,1000.82,13.51,104.01,11.35
42,2025-04-23T01:12:00Z,31.74,27.39,1000.81,13.57,104.09,11.25
42,2025-04-23T01:14:00Z,31.73,27.31,1000.81,13.55,104.09,11.3
42,2025-04-23T01:15:00Z,31.72,27.29,1000.8,13.64,104.26,11.26
42,2025-04-23T01:17:00Z,31.71,27.24,1000.78,13.64,104.34,11.27
42,2025-04-23T01:19:00Z,31.71,27.19,1000.77,13.69,104.59,11.27
42,2025-04-23T01:20:00Z,31.71,27.17,1000.73,13.74,104.76,11.32
42,2025-04-23T01:22:00Z,31.71,27.17,1000.71,13.73,105.01,11.01
42,2025-04-23T01:24:00Z,31.68,27.21,1000.68,13.76,105.27,11.05
42,2025-04-23T01:25:00Z,31.67,27.19,1000.65,13.82,105.52,11.17
42,2025-04-23T01:27:00Z,31.67,27.16,1000.62,13.88,105.69,11.23
42,2025-04-23T01:29:00Z,31.67,27.22,1000.6,13.9,105.94,11.37
42,2025-04-23T01:30:00Z,31.66,27.27,1000.56,13.92,106.19,11.12
42,2025-04-23T01:32:00Z,31.67,27.31,1000.53,13.94,106.53,11.32
42,2025-04-23T01:34:00Z,31.67,27.35,1000.49,13.97,106.95,11.24
42,2025-04-23T01:35:00Z,31.67,27.38,1000.45,13.96,107.2,11.22
42,2025-04-23T01:37:00Z,31.67,27.42,1000.42,13.99,107.54,11.34
42,2025-04-23T01:39:00Z,31.66,27.46,1000.39,14.04,107.71,11.01
42,2025-04-23T01:40:00Z,31.65,27.54,1000.38,14.02,107.71,11.33
42,2025-04-23T01:42:00Z,31.63,27.69,1000.37,14.09,107.79,11.29
42,2025-04-23T01:44:00Z,31.61,27.84,1000.37,14.02,107.79,11.23
42,2025-04-23T01:45:00Z,31.6,27.82,1000.37,14.07,107.88,11.29
42,2025-04-23T01:47:00Z,31.62,27.75,1000.35,14.03,107.88,11.15
42,2025-04-23T01:49:00Z,31.63,27.68,1000.36,13.98,107.88,11.21
42,2025-04-23T01:50:00Z,31.64,27.62,1000.35,14.03,107.96,11.12
42,2025-04-23T01:52:00Z,31.64,27.54,1000.34,14.11,108.04,11.12
42,2025-04-23T01:54:00Z,31.64,27.59,1000.32,14.06,108.3,11.13
42,2025-04-23T01:55:00Z,31.62,27.56,1000.29,14.17,108.46,11.01
42,2025-04-23T01:57:00Z,31.6,27.52,1000.3,14.17,108.3,11.11
42,2025-04-23T01:59:00Z,31.59,27.44,1000.31,14.17,108.13,11.31
42,2025-04-23T02:00:00Z,31.61,27.27,1000.33,14.24,108.04,11.29
42,2025-04-23T02:02:00Z,31.63,27.17,1000.36,14.2,107.71,11.11
42,2025-04-23T02:04:00Z,31.66,27.04,1000.38,14.15,107.54,11.21
42,2025-04-23T02:05:00Z,31.7,26.51,1000.39,14.16,107.54,10.96
42,2025-04-23T02:07:00Z,31.74,26.18,1000.38,14.15,107.71,11.14
42,2025-04-23T02:09:00Z,31.78,26.02,1000.36,14.1,107.96,11.09
42,2025-04-23T02:10:00Z,31.8,25.84,1000.34,14.14,108.04,11.09
42,2025-04-23T02:12:00Z,31.82,25.61,1000.32,14.12,108.21,11.33
42,2025-04-23T02:14:00Z,31.85,25.47,1000.31,14.16,108.38,11.0
42,2025-04-23T02:15:00Z,31.87,25.24,1000.28,14.11,108.55,11.32
42,2025-04-23T02:17:00Z,31.88,25.11,1000.26,14.13,108.72,11.32
42,2025-04-23T02:19:00Z,31.88,24.94,1000.26,14.14,108.72,11.17
42,2025-04-23T02:20:00Z,31.88,24.85,1000.25,14.19,108.72,11.16
42,2025-04-23T02:22:00Z,31.88,24.84,1000.25,14.23,108.88,10.96
42,2025-04-23T02:24:00Z,31.88,24.57,1000.22,14.24,109.05,11.17
42,2025-04-23T02:25:00Z,31.89,24.42,1000.21,14.28,109.14,11.13
42,2025-04-23T02:27:00Z,31.9,24.25,1000.19,14.38,109.31,11.0
42,2025-04-23T02:29:00Z,31.9,24.13,1000.18,14.41,109.39,11.19
42,2025-04-23T02:30:00Z,31.89,24.04,1000.17,14.44,109.47,11.19
42,2025-04-23T02:32:00Z,31.91,23.82,1000.16,14.46,109.64,11.21
42,2025-04-23T02:34:00Z,31.93,23.59,1000.13,14.43,109.89,11.07
42,2025-04-23T02:35:00Z,31.96,23.46,1000.11,14.48,110.06,11.15
42,2025-04-23T02:37:00Z,31.98,23.36,1000.09,14.52,110.15,10.95
42,2025-04-23T02:39:00Z,31.99,23.32,1000.07,14.54,110.31,10.9
42,2025-04-23T02:40:00Z,32.0,23.31,1000.06,14.5,110.4,11.18
42,2025-04-23T02:42:00Z,32.01,23.32,1000.04,14.43,110.57,10.93
42,2025-04-23T02:44:00Z,32.0,23.38,1000.04,14.4,110.57,11.13
42,2025-04-23T02:45:00Z,31.99,23.46,1000.02,14.44,110.74,10.92
42,2025-04-23T02:47:00Z,32.0,23.5,999.99,14.34,110.99,11.04
42,2025-04-23T02:49:00Z,32.01,23.58,999.97,14.34,111.24,11.13
42,2025-04-23T02:50:00Z,32.01,23.68,999.94,14.21,111.49,10.98
42,2025-04-23T02:52:00Z,32.01,23.85,999.91,14.16,111.75,11.08
42,2025-04-23T02:54:00Z,32.02,23.94,999.89,14.1,111.83,10.95
42,2025-04-23T02:55:00Z,32.02,24.08,999.88,14.02,111.91,10.96
42,2025-04-23T02:57:00Z,32.03,24.22,999.87,13.99,112.0,11.24
42,2025-04-23T02:59:00Z,32.03,24.33,999.87,13.91,112.0,11.06
42,2025-04-23T03:00:00Z,32.04,24.44,999.85,13.91,112.17,11.0
42,2025-04-23T03:02:00Z,32.05,24.59,999.83,13.8,112.33,11.07
42,2025-04-23T03:04:00Z,32.06,24.68,999.83,13.73,112.25,10.9
42,2025-04-23T03:05:00Z,32.06,24.81,999.82,13.82,112.42,10.99
42,2025-04-23T03:07:00Z,32.07,24.95,999.81,13.64,112.59,10.92
42,2025-04-23T03:09:00Z,32.06,25.13,999.79,13.64,112.67,11.01
42,2025-04-23T03:10:00Z,32.05,25.3,999.78,13.65,112.75,11.11
42,2025-04-23T03:12:00Z,32.04,25.54,999.76,13.56,112.92,10.98
42,2025-04-23T03:14:00Z,32.02,25.76,999.74,13.54,113.09,11.07
42,2025-04-23T03:15:00Z,32.02,26.0,999.73,13.48,113.18,11.17
42,2025-04-23T03:17:00Z,32.01,26.1,999.73,13.47,113.09,10.88
42,2025-04-23T03:19:00Z,32.02,26.12,999.72,13.42,113.26,11.22
42,2025-04-23T03:20:00Z,32.02,26.13,999.72,13.44,113.26,11.21
42,2025-04-23T03:22:00Z,32.04,26.13,999.72,13.37,113.26,11.17
42,2025-04-23T03:24:00Z,32.05,26.22,999.72,13.33,113.18,11.15
42,2025-04-23T03:25:00Z,32.06,26.29,999.72,13.34,113.34,11.18
42,2025-04-23T03:27:00Z,32.07,26.34,999.72,13.33,113.26,11.11
42,2025-04-23T03:29:00Z,32.07,26.46,999.71,13.26,113.26,11.01
42,2025-04-23T03:30:00Z,32.08,26.58,999.71,13.24,113.34,10.86
42,2025-04-23T03:32:00Z,32.08,26.72,999.71,13.21,113.26,11.01
42,2025-04-23T03:34:00Z,32.08,26.85,999.72,13.18,113.26,10.95
42,2025-04-23T03:35:00Z,32.08,26.99,999.7,13.19,113.43,10.92
42,2025-04-23T03:37:00Z,32.08,27.15,999.69,13.14,113.51,10.88
42,2025-04-23T03:39:00Z,32.07,27.32,999.69,13.15,113.6,11.01
42,2025-04-23T03:40:00Z,32.07,27.45,999.69,13.15,113.43,10.93
42,2025-04-23T03:42:00Z,32.07,27.7,999.69,13.06,113.43,11.07
42,2025-04-23T03:44:00Z,32.05,27.85,999.69,13.09,113.51,11.13
42,2025-04-23T03:45:00Z,32.04,28.03,999.68,13.02,113.6,10.87
42,2025-04-23T03:47:00Z,32.03,28.1,999.69,13.03,113.51,10.99
42,2025-04-23T03:49:00Z,32.02,28.32,999.68,12.95,113.6,10.77
42,2025-04-23T03:50:00Z,32.0,28.4,999.66,12.91,113.68,11.08
42,2025-04-23T03:52:00Z,31.98,28.48,999.66,12.89,113.77,10.88
42,2025-04-23T03:54:00Z,31.96,28.54,999.65,12.94,113.85,10.92
42,2025-04-23T03:55:00Z,31.96,28.47,999.64,12.85,113.93,10.96
42,2025-04-23T03:57:00Z,31.97,28.43,999.65,12.83,113.77,10.66
42,2025-04-23T03:59:00Z,31.96,28.43,999.67,12.82,113.51,10.92
42,2025-04-23T04:00:00Z,31.94,28.44,999.7,12.83,113.34,10.91
42,2025-04-23T04:02:00Z,31.92,28.52,999.71,12.91,113.18,10.89
42,2025-04-23T04:04:00Z,31.91,28.42,999.73,12.85,113.09,10.81
42,2025-04-23T04:05:00Z,31.92,28.43,999.73,12.86,113.01,10.71
42,2025-04-23T04:07:00Z,31.91,28.43,999.75,12.88,112.92,10.82
42,2025-04-23T04:09:00Z,31.91,28.46,999.75,12.84,112.84,10.78
42,2025-04-23T04:10:00Z,31.9,28.54,999.77,12.86,112.67,10.81
42,2025-04-23T04:12:00Z,31.89,28.56,999.78,12.85,112.67,10.85
42,2025-04-23T04:14:00Z,31.89,28.64,999.78,12.83,112.67,10.68
42,2025-04-23T04:15:00Z,31.88,28.73,999.77,12.85,112.75,10.84
42,2025-04-23T04:17:00Z,31.86,28.8,999.77,12.81,112.75,10.57
42,2025-04-23T04:19:00Z,31.86,28.88,999.8,12.9,112.59,10.74
42,2025-04-23T04:20:00Z,31.86,28.96,999.8,12.75,112.5,10.6
42,2025-04-23T04:22:00Z,31.87,29.04,999.81,12.74,112.5,10.49
42,2025-04-23T04:24:00Z,31.86,29.15,999.82,12.76,112.33,10.6
42,2025-04-23T04:25:00Z,31.86,29.25,999.84,12.77,112.17,10.62
42,2025-04-23T04:27:00Z,31.86,29.33,999.86,12.68,112.0,10.55
42,2025-04-23T04:29:00Z,31.86,29.4,999.87,12.71,111.91,10.57
42,2025-04-23T04:30:00Z,31.86,29.49,999.88,12.73,111.91,10.49
42,2025-04-23T04:32:00Z,31.86,29.62,999.89,12.68,111.75,10.58
42,2025-04-23T04:34:00Z,31.85,29.72,999.89,12.67,111.75,10.58
42,2025-04-23T04:35:00Z,31.84,29.84,999.89,12.69,111.83,10.56
42,2025-04-23T04:37:00Z,31.83,29.93,999.89,12.69,111.75,10.47
42,2025-04-23T04:39:00Z,31.82,30.03,999.9,12.68,111.75,10.21
42,2025-04-23T04:40:00Z,31.8,30.09,999.9,12.71,111.75,10.24
42,2025-04-23T04:42:00Z,31.8,30.17,999.91,12.75,111.58,10.36
42,2025-04-23T04:44:00Z,31.8,30.23,999.92,12.75,111.58,10.26
42,2025-04-23T04:45:00Z,31.8,30.24,999.94,12.7,111.41,10.32
42,2025-04-23T04:47:00Z,31.8,30.33,999.94,12.78,111.41,10.36
42,2025-04-23T04:49:00Z,31.8,30.4,999.93,12.79,111.58,10.33
42,2025-04-23T04:50:00Z,31.79,30.54,999.92,12.75,111.58,10.31
42,2025-04-23T04:52:00Z,31.77,30.58,999.91,12.89,111.75,10.33
42,2025-04-23T04:54:00Z,31.76,30.61,999.91,12.8,111.75,10.21
42,2025-04-23T04:55:00Z,31.76,30.63,999.9,12.87,111.75,10.1
42,2025-04-23T04:57:00Z,31.75,30.68,999.9,12.87,111.75,10.24
42,2025-04-23T04:59:00Z,31.74,30.66,999.9,12.89,111.75,9.85
42,2025-04-23T05:00:00Z,31.73,30.81,999.9,12.96,111.58,10.09
42,2025-04-23T05:02:00Z,31.71,30.91,999.92,12.98,111.58,10.09
42,2025-04-23T05:04:00Z,31.7,30.96,999.92,12.96,111.49,9.87
42,2025-04-23T05:05:00Z,31.69,31.01,999.92,12.96,111.49,10.0
42,2025-04-23T05:08:00Z,31.67,31.12,999.93,13.0,111.41,9.97
42,2025-04-23T05:09:00Z,31.64,31.18,999.94,13.0,111.32,9.86
42,2025-04-23T05:10:00Z,31.63,31.23,999.94,13.0,111.32,9.62
42,2025-04-23T05:12:00Z,31.61,31.31,999.95,13.01,111.32,9.72
42,2025-04-23T05:14:00Z,31.6,31.26,999.96,13.07,111.24,9.67
42,2025-04-23T05:15:00Z,31.61,31.22,999.96,13.1,111.16,9.35
42,2025-04-23T05:17:00Z,31.62,31.28,999.98,13.05,110.99,9.43
42,2025-04-23T05:19:00Z,31.63,31.41,999.99,13.06,110.9,9.26
42,2025-04-23T05:20:00Z,31.63,31.48,1000.0,13.11,110.82,9.25
42,2025-04-23T05:22:00Z,31.64,31.41,1000.01,13.05,110.82,9.03
42,2025-04-23T05:24:00Z,31.66,31.36,1000.02,13.11,110.74,8.93
42,2025-04-23T05:25:00Z,31.66,31.38,1000.02,13.13,110.65,9.01
42,2025-04-23T05:27:00Z,31.66,31.44,1000.03,13.16,110.48,8.87
42,2025-04-23T05:29:00Z,31.65,31.54,1000.04,13.18,110.48,8.67
42,2025-04-23T05:30:00Z,31.65,31.62,1000.06,13.14,110.4,8.6
42,2025-04-23T05:32:00Z,31.64,31.74,1000.07,13.11,110.23,8.46
42,2025-04-23T05:34:00Z,31.64,31.81,1000.08,13.14,110.23,8.29
42,2025-04-23T05:35:00Z,31.64,31.88,1000.09,13.13,110.06,8.25
42,2025-04-23T05:37:00Z,31.63,31.99,1000.12,13.18,109.81,7.86
42,2025-04-23T05:39:00Z,31.62,32.04,1000.14,13.09,109.64,7.76
42,2025-04-23T05:40:00Z,31.6,32.15,1000.16,13.13,109.56,7.56
42,2025-04-23T05:42:00Z,31.57,32.21,1000.16,13.19,109.47,7.35
42,2025-04-23T05:44:00Z,31.55,32.26,1000.17,13.19,109.47,7.14
42,2025-04-23T05:45:00Z,31.54,32.23,1000.19,13.2,109.31,6.97
42,2025-04-23T05:47:00Z,31.54,32.2,1000.2,13.23,109.05,6.55
42,2025-04-23T05:49:00Z,31.53,32.28,1000.23,13.2,108.88,6.18
42,2025-04-23T05:50:00Z,31.53,32.27,1000.24,13.16,108.88,6.14
42,2025-04-23T05:52:00Z,31.53,32.23,1000.25,13.11,108.72,5.85
42,2025-04-23T05:54:00Z,31.54,32.27,1000.27,13.13,108.55,5.81
42,2025-04-23T05:55:00Z,31.53,32.26,1000.28,13.13,108.46,5.81
42,2025-04-23T05:57:00Z,31.52,32.22,1000.29,13.18,108.38,5.83
42,2025-04-23T05:59:00Z,31.52,32.16,1000.3,13.18,108.3,5.85
42,2025-04-23T06:00:00Z,31.52,32.09,1000.32,13.24,108.04,5.85
42,2025-04-23T06:02:00Z,31.51,32.0,1000.35,13.25,107.79,5.87
43,2025-04-22T22:52:00Z,25.24,51.49,1001.47,3.62,98.46,11.43
43,2025-04-22T22:54:00Z,25.13,51.35,1001.48,4.67,98.37,11.36
43,2025-04-22T22:56:00Z,25.08,51.44,1001.49,5.64,98.37,11.54
43,2025-04-22T22:57:00Z,25.05,51.62,1001.49,6.44,98.29,11.21
43,2025-04-22T22:59:00Z,25.04,51.62,1001.51,7.17,98.21,11.49
43,2025-04-22T23:01:00Z,25.04,51.69,1001.51,7.74,98.12,11.44
43,2025-04-22T23:02:00Z,25.03,52.21,1001.51,8.18,98.12,11.16
43,2025-04-22T23:04:00Z,25.03,52.2,1001.51,8.56,98.12,11.38
43,2025-04-22T23:06:00Z,25.05,52.57,1001.51,8.83,98.21,11.44
43,2025-04-22T23:07:00Z,25.08,52.78,1001.51,9.05,98.12,11.48
43,2025-04-22T23:15:00Z,25.55,54.1,1001.58,8.97,97.53,11.45
43,2025-04-22T23:17:00Z,25.37,54.5,1001.59,9.08,97.45,11.36
43,2025-04-22T23:19:00Z,25.27,54.58,1001.58,9.34,97.62,11.43
43,2025-04-22T23:20:00Z,25.19,54.99,1001.57,9.49,97.62,11.43
43,2025-04-22T23:22:00Z,25.08,55.73,1001.57,9.58,97.7,11.43
43,2025-04-22T23:24:00Z,24.98,55.86,1001.57,9.73,97.62,11.24
43,2025-04-22T23:25:00Z,24.93,55.89,1001.57,9.75,97.7,11.35
43,2025-04-22T23:27:00Z,24.93,55.87,1001.56,9.84,97.87,11.35
43,2025-04-22T23:29:00Z,24.89,56.18,1001.54,9.91,97.95,11.39
43,2025-04-22T23:30:00Z,24.84,56.56,1001.52,9.96,98.21,11.25
43,2025-04-22T23:32:00Z,24.79,56.7,1001.5,9.98,98.29,11.29
43,2025-04-22T23:34:00Z,24.74,56.82,1001.49,10.01,98.37,11.24
43,2025-04-22T23:35:00Z,24.71,56.79,1001.48,10.05,98.37,11.38
43,2025-04-22T23:37:00Z,24.67,56.97,1001.48,10.08,98.54,11.16
43,2025-04-22T23:39:00Z,24.66,56.78,1001.46,10.13,98.63,11.17
43,2025-04-22T23:40:00Z,24.65,56.93,1001.47,10.12,98.63,11.39
43,2025-04-22T23:42:00Z,24.64,56.7,1001.46,10.15,98.54,11.38
43,2025-04-22T23:44:00Z,24.62,56.83,1001.48,10.2,98.46,11.45
43,2025-04-22T23:45:00Z,24.59,56.77,1001.48,10.26,98.37,11.14
43,2025-04-22T23:47:00Z,24.58,54.92,1001.48,10.28,98.46,11.43
43,2025-04-22T23:49:00Z,24.6,53.54,1001.47,10.44,98.54,11.31
43,2025-04-22T23:50:00Z,24.61,53.52,1001.45,10.55,98.79,11.42
43,2025-04-22T23:52:00Z,24.55,53.83,1001.43,10.59,98.88,11.37
43,2025-04-22T23:54:00Z,24.48,53.73,1001.41,10.6,99.21,11.44
43,2025-04-22T23:55:00Z,24.42,53.94,1001.38,10.63,99.3,11.41
43,2025-04-22T23:57:00Z,24.36,53.88,1001.37,10.61,99.47,11.4
43,2025-04-22T23:59:00Z,24.31,53.64,1001.35,10.63,99.63,11.28
43,2025-04-23T00:00:00Z,24.28,53.45,1001.32,10.62,99.8,11.47
43,2025-04-23T00:02:00Z,24.28,53.31,1001.31,10.6,99.89,11.43
43,2025-04-23T00:04:00Z,24.26,53.18,1001.3,10.6,99.97,11.29
43,2025-04-23T00:05:00Z,24.23,52.8,1001.3,10.66,99.97,11.11
43,2025-04-23T00:07:00Z,24.2,52.83,1001.29,10.65,100.05,11.36
43,2025-04-23T00:09:00Z,24.16,52.41,1001.27,10.75,100.14,11.42
43,2025-04-23T00:10:00Z,24.12,52.22,1001.27,10.82,100.31,11.3
43,2025-04-23T00:12:00Z,24.1,52.03,1001.25,10.85,100.31,11.35
43,2025-04-23T00:14:00Z,24.11,51.62,1001.25,10.9,100.48,11.46
43,2025-04-23T00:15:00Z,24.32,47.02,1001.23,11.47,100.48,11.42
43,2025-04-23T00:17:00Z,24.74,47.83,1001.23,11.73,100.56,11.25
43,2025-04-23T00:19:00Z,25.06,41.72,1001.22,11.88,100.48,11.09
43,2025-04-23T00:20:00Z,25.22,39.62,1001.21,13.15,100.73,11.29
43,2025-04-23T00:22:00Z,25.51,37.63,1001.18,13.96,100.98,11.1
43,2025-04-23T00:24:00Z,25.69,33.6,1001.15,14.99,101.23,11.23
43,2025-04-23T00:25:00Z,25.76,33.82,1001.13,15.8,101.4,11.14
43,2025-04-23T00:27:00Z,26.63,32.56,1001.12,15.32,101.4,11.34
43,2025-04-23T00:29:00Z,27.98,30.52,1001.12,14.34,101.4,11.16
43,2025-04-23T00:30:00Z,29.09,29.84,1001.13,13.57,101.48,11.34
